,Period,Year,Month,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
3507,2022-06-20,2022,6,N10,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Not sure,Less,Same,Less,Not sure,Not sure,Less,Less,Same
3508,2022-06-20,2022,6,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Not sure,Not sure,Same,Same,Not sure,Same,Same,Less,Same
3509,2022-06-20,2022,6,N10,Female,Gen X,Business owner,Middle Income,Same,More,More,More,Less,Not sure,Same,Less,Less,Same,Less,Less,Same
3510,2022-06-20,2022,6,N10,Male,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Not sure,Less,Less,Not sure,Same
3511,2022-06-20,2022,6,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Not sure,Same,Same,Not sure,Less,Same,Less,Same
3512,2022-06-20,2022,6,N10,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Not sure,Same,Less,Not sure,Same,Less,Same,Same
3513,2022-06-20,2022,6,N11,Female,Millennials,Student,Middle Income,More,Not sure,Same,More,More,Not sure,Same,More,Same,More,More,Same,Same
3514,2022-06-20,2022,6,N11,Male,Gen Z,Student,Middle Income,Same,More,Same,Not sure,Same,Less,Same,More,Same,More,Not sure,Same,More
3515,2022-06-20,2022,6,N11,Female,Millennials,Business owner,Middle Income,More,Same,More,Same,More,Less,Same,Less,Less,Same,Same,More,Same
3516,2022-06-20,2022,6,N11,Female,Millennials,Salaried employee,Middle Income,Same,More,Not sure,Same,More,Same,Same,Same,Same,More,Less,Same,Same
3517,2022-06-20,2022,6,N11,Female,Millennials,Salaried employee,High Income,More,Same,Same,More,More,Same,More,Same,More,Same,Same,More,Same
3518,2022-06-20,2022,6,N11,Female,Millennials,Business owner,Middle Income,More,Same,Same,Same,Same,More,Less,Same,Same,Same,Same,Less,More
3519,2022-06-20,2022,6,N11,Male,Millennials,Salaried employee,Middle Income,More,More,Same,More,More,Not sure,Same,More,Same,More,Same,Same,More
3520,2022-06-20,2022,6,N12,Male,Gen X,Salaried employee,Middle Income,Same,Less,Less,Less,Not sure,Not sure,Less,Not sure,Not sure,Not sure,Not sure,Less,More
3521,2022-06-20,2022,6,N12,Female,Baby Boomers,Self employed/Contractor,Middle Income,More,Same,Same,More,Same,Not sure,More,More,More,Same,More,More,More
3522,2022-06-20,2022,6,N12,Male,Baby Boomers,Business owner,High Income,More,Same,Same,More,More,Not sure,Not sure,Not sure,Not sure,Same,Same,Same,More
3523,2022-06-20,2022,6,N12,Male,Millennials,Business owner,High Income,Same,Less,Less,More,Less,More,More,Not sure,More,More,Less,More,More
3524,2022-06-20,2022,6,N12,Female,Gen X,Salaried employee,Middle Income,More,More,Same,Same,Less,Not sure,More,More,Less,Less,More,Same,More
3525,2022-06-20,2022,6,N12,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Same,Same,Less,Same,Same,Same,Same,Same
3526,2022-06-20,2022,6,N12,Female,Millennials,Self employed/Contractor,Low Income,Same,Less,Less,Same,Not sure,Less,Same,Less,Less,Less,Same,Same,Same
3527,2022-06-20,2022,6,N12,Female,Millennials,Salaried employee,Low Income,Less,Same,Not sure,Same,Same,Less,Less,Less,Not sure,Not sure,Less,Same,Same
3528,2022-06-20,2022,6,N12,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Less,Same,Not sure,Not sure,Same,Less,Not sure,Not sure,Less,Less,Less
3529,2022-06-20,2022,6,N12,Male,Gen X,Salaried employee,Low Income,Same,Less,Less,Less,Less,Not sure,Less,Not sure,Not sure,Not sure,Less,Less,Same
3530,2022-06-20,2022,6,N12,Male,Gen X,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Not sure,Same,Not sure,Same,Same,Same,Same,Same
3531,2022-06-20,2022,6,N12,Female,Gen X,Salaried employee,Low Income,Same,Same,Less,Same,Less,Less,More,More,Less,Not sure,Same,More,More
3532,2022-06-20,2022,6,N12,Female,Baby Boomers,Salaried employee,Low Income,More,Not sure,Not sure,Not sure,Same,Not sure,More,More,Not sure,Not sure,More,More,More
3533,2022-06-20,2022,6,N12,Male,Gen Z,Salaried employee,Low Income,Same,Less,Same,Same,Less,Less,Less,Not sure,Not sure,Not sure,Less,Same,More
3534,2022-06-20,2022,6,N13,Female,Gen Z,Student,Middle Income,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Same
3535,2022-06-20,2022,6,N13,Female,Gen Z,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3536,2022-06-20,2022,6,N13,Female,Gen Z,Student,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
3537,2022-06-20,2022,6,N13,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3538,2022-06-20,2022,6,N13,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Same
3539,2022-06-20,2022,6,N13,Male,Millennials,Unemployed,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
3540,2022-06-20,2022,6,N13,Male,Gen X,Salaried employee,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
3541,2022-06-20,2022,6,N13,Female,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
3543,2022-06-20,2022,6,N13,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Same,Less,Same
3544,2022-06-20,2022,6,N13,Female,Millennials,Unemployed,Middle Income,Same,Same,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Less
3545,2022-06-20,2022,6,N14,Male,Millennials,Business owner,Middle Income,Less,Less,Same,Less,Less,Less,Not sure,Not sure,Less,Less,Not sure,Less,Less
3546,2022-06-20,2022,6,N14,Male,Millennials,Salaried employee,Middle Income,Less,Same,Same,Same,Same,Less,Not sure,Not sure,Less,Less,Less,Same,Less
3547,2022-06-20,2022,6,N14,Male,Gen X,Business owner,Middle Income,Less,Less,Less,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
3548,2022-06-20,2022,6,N14,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Less,Same,Not sure,Less,Less,Not sure,Less,Same
3549,2022-06-20,2022,6,N14,Male,Millennials,Unemployed,Middle Income,Less,Same,Same,Same,Less,Less,Same,Same,Less,Less,Same,Less,Less
3550,2022-06-20,2022,6,N14,Male,Gen X,Self employed/Contractor,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
3551,2022-06-20,2022,6,N14,Female,Baby Boomers,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Not sure,Same,Same,Less,Less,Same,Less,Same
3552,2022-06-20,2022,6,N14,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Less,Not sure,Same,Less,Less,Not sure,Less,Less
3553,2022-06-20,2022,6,N14,Female,Millennials,Salaried employee,Middle Income,Less,Same,Same,Same,Same,Not sure,Same,Same,Less,Less,Same,Same,Same
3554,2022-06-20,2022,6,N14,Female,Gen X,Salaried employee,Middle Income,Less,Same,Same,Same,Less,Not sure,Same,Same,Less,Less,Same,Less,Same
3555,2022-06-20,2022,6,N14,Female,Gen X,Self employed/Contractor,Middle Income,Less,Same,Same,Same,Same,Less,Less,Less,Same,Same,Same,Same,Less
3556,2022-06-20,2022,6,N14,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Not sure,Not sure,Less,Less,Not sure,Less,Same
3557,2022-06-20,2022,6,N14,Female,Baby Boomers,Stay-at-home mom or dad,Low Income,Same,Same,Less,Same,Less,Less,Same,Less,Less,Not sure,Less,Less,Less
3558,2022-06-20,2022,6,N14,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Same,Same,Less,Less,Same,Less,Less
3559,2022-06-20,2022,6,N14,Female,Gen Z,Unemployed,Low Income,Same,Less,Less,Less,Less,Less,Same,Same,Less,Not sure,Same,Same,Same
3560,2022-06-20,2022,6,N16,Female,Millennials,Student,Middle Income,More,More,Same,Same,Same,Not sure,More,More,Not sure,Same,More,More,Same
3561,2022-06-20,2022,6,N16,Female,Gen X,Salaried employee,Middle Income,Same,Same,More,Same,Same,Not sure,Same,Same,Same,Less,More,Same,More
3562,2022-06-20,2022,6,N16,Female,Gen X,Business owner,Middle Income,Same,Same,More,Same,Same,Not sure,Same,Same,Less,Less,More,Same,More
3563,2022-06-20,2022,6,N16,Female,Baby Boomers,Business owner,Middle Income,More,More,More,More,More,Not sure,More,More,Less,Less,More,Less,Less
3564,2022-06-20,2022,6,N16,Male,Gen X,Salaried employee,Middle Income,More,Same,More,More,More,Not sure,Less,Not sure,Same,Same,Not sure,Same,More
3565,2022-06-20,2022,6,N16,Female,Gen X,Self employed/Contractor,Middle Income,More,More,More,More,More,Not sure,More,More,Less,Less,Less,Less,Less
3566,2022-06-20,2022,6,N16,Male,Gen Z,Student,Low Income,Same,Same,Less,Less,Less,Less,Not sure,Not sure,Less,Less,Not sure,Same,More
3567,2022-06-20,2022,6,N16,Female,Gen Z,Salaried employee,Low Income,More,More,Same,Same,Less,Not sure,Same,Same,More,Not sure,Same,Same,More
3568,2022-06-20,2022,6,N16,Male,Millennials,Salaried employee,Low Income,More,More,Same,More,Less,Less,Same,Less,Same,Not sure,Less,Same,More
3569,2022-06-20,2022,6,N16,Female,Gen Z,Business owner,Low Income,More,More,Same,More,Less,Not sure,Same,Less,Same,Not sure,Same,Same,Same
3570,2022-06-20,2022,6,N16,Male,Gen X,Business owner,Low Income,Same,Same,More,More,Less,Same,Not sure,Not sure,Same,Less,Not sure,Less,Less
3571,2022-06-20,2022,6,N16,Male,Gen Z,Unemployed,Low Income,Less,Less,Less,Less,Less,More,Less,Less,More,More,Less,More,More
3572,2022-06-20,2022,6,N16,Female,Gen X,Salaried employee,Low Income,More,More,Same,Same,Less,Not sure,Same,Same,Same,Same,More,Same,More
3573,2022-06-20,2022,6,N16,Female,Millennials,Unemployed,Low Income,More,More,Not sure,Less,Same,More,Same,Same,More,Same,More,Same,More
3574,2022-06-20,2022,6,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Same,Same,Same,Less,Less,Less,Same,Same,Same
3575,2022-06-20,2022,6,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,More,Same,Not sure,Less,Same,Not sure,Same,Same
3576,2022-06-20,2022,6,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Less,Same,Same,Less,Same,Same,Same,Same
3577,2022-06-20,2022,6,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same,Same,Less
3578,2022-06-20,2022,6,N17,Male,Millennials,Self employed/Contractor,High Income,Same,Same,More,More,Not sure,Less,Same,Not sure,Less,Less,Not sure,Same,Same
3579,2022-06-20,2022,6,N17,Female,Millennials,Salaried employee,High Income,Same,Same,More,Same,More,More,Same,Same,Same,More,More,Same,Same
3580,2022-06-20,2022,6,N17,Female,Baby Boomers,Unemployed,High Income,Same,Same,Same,Same,More,Same,Same,Same,Same,Same,Same,Same,Same
3581,2022-06-20,2022,6,N17,Male,Millennials,Business owner,High Income,Same,Same,Same,Same,More,Same,Same,Same,More,More,Same,Less,Same
3582,2022-06-20,2022,6,N17,Female,Gen X,Business owner,Middle Income,Same,Same,Same,More,Same,Same,More,Same,Same,Same,More,More,Same
3583,2022-06-20,2022,6,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Not sure,Same,Same,Same,Same,Same,Same,Less,Same
3584,2022-06-20,2022,6,N17,Male,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Same,Not sure,Same,Same,Not sure,Same,Not sure,Same,Same
3585,2022-06-20,2022,6,N17,Male,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Same,Less,Same,Same,Not sure,Same,Less,Same,Same
3586,2022-06-20,2022,6,N17,Female,Millennials,Salaried employee,Low Income,Same,Same,Less,Same,Less,Less,Same,Same,Same,Same,Same,Same,Same
3587,2022-06-20,2022,6,N17,Male,Baby Boomers,Self employed/Contractor,Low Income,Same,Same,Same,Same,Not sure,Less,Same,Not sure,Not sure,Same,Not sure,Not sure,Same
3588,2022-06-20,2022,6,N17,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3589,2022-06-20,2022,6,N18,Male,Gen X,Salaried employee,Middle Income,More,More,Less,Less,Not sure,Not sure,Less,Less,Less,Less,Not sure,Less,Same
3590,2022-06-20,2022,6,N18,Female,Gen Z,Student,Middle Income,More,More,Same,Same,Not sure,Not sure,More,More,Less,Less,Same,Same,Same
3591,2022-06-20,2022,6,N18,Female,Gen Z,Salaried employee,Low Income,More,More,Same,Same,More,Not sure,More,More,Not sure,Same,More,Less,More
3592,2022-06-20,2022,6,N18,Male,Gen Z,Salaried employee,Low Income,More,More,More,Same,Same,Same,More,More,More,Less,More,Less,More
3593,2022-06-20,2022,6,N18,Male,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,Not sure,More,More,More,More,More
3594,2022-06-20,2022,6,N18,Female,Millennials,Salaried employee,Low Income,More,More,Same,Same,More,Same,More,More,More,More,More,Less,Same
3595,2022-06-20,2022,6,N18,Female,Gen Z,Salaried employee,Low Income,More,More,More,More,More,More,More,More,Not sure,Less,Not sure,Less,Same
3596,2022-06-20,2022,6,N18,Female,Gen X,Self employed/Contractor,Low Income,More,More,Same,Same,Same,More,More,Not sure,Not sure,Less,Not sure,Less,Same
3597,2022-06-20,2022,6,N18,Female,Gen Z,Unemployed,Low Income,More,More,Same,More,Less,Less,More,Less,Not sure,Less,Less,Less,Same
3598,2022-06-20,2022,6,N18,Male,Millennials,Student,Low Income,More,More,Less,Less,Not sure,Less,More,Less,Less,Less,Less,Less,Same
3599,2022-06-20,2022,6,N18,Male,Millennials,Self employed/Contractor,Low Income,More,More,Less,Less,Not sure,Less,Less,Not sure,Less,Less,Not sure,Less,Less
3600,2022-06-20,2022,6,N18,Female,Gen Z,Salaried employee,Low Income,More,More,Less,More,More,Not sure,More,More,Less,Less,Less,Less,Same
3601,2022-06-20,2022,6,N18,Male,Gen Z,Student,Low Income,More,More,Less,Less,Not sure,Less,More,Not sure,Less,Less,Not sure,Less,Same
3602,2022-06-20,2022,6,N18,Female,Baby Boomers,Unemployed,Low Income,More,More,Less,Less,Not sure,Not sure,Same,Less,Not sure,Less,Not sure,Less,Less
3603,2022-06-20,2022,6,N18,Male,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
3604,2022-06-20,2022,6,N2,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Less,Same,Less,Same,More,Less,Same,More
3605,2022-06-20,2022,6,N2,Male,Baby Boomers,Business owner,Middle Income,Same,More,Same,More,Same,More,Same,Same,Same,More,Same,Same,Same
3606,2022-06-20,2022,6,N2,Female,Gen Z,Salaried employee,Middle Income,Same,More,Same,Less,Same,Same,More,Same,Same,More,Same,Same,More
3607,2022-06-20,2022,6,N2,Female,Gen Z,Salaried employee,Middle Income,Same,More,Same,More,More,Same,More,Same,Same,Same,More,Same,Same
3608,2022-06-20,2022,6,N2,Female,Gen X,Business owner,Middle Income,Same,More,Same,More,More,Same,Same,More,More,Same,More,More,Same
3609,2022-06-20,2022,6,N2,Female,Gen Z,Salaried employee,Middle Income,Same,More,Same,More,Same,Same,Same,More,Same,Same,More,Same,More
3610,2022-06-20,2022,6,N2,Male,Millennials,Business owner,Middle Income,More,Same,More,Same,More,More,Same,More,Same,Same,Same,Same,More
3611,2022-06-20,2022,6,N2,Male,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,More,More,Same,Same,More,Same,Same,Same,More
3612,2022-06-20,2022,6,N2,Male,Gen Z,Business owner,Middle Income,More,Same,Same,More,More,Same,Same,Same,More,Same,Same,Same,More
3613,2022-06-20,2022,6,N2,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same
3614,2022-06-20,2022,6,N2,Female,Millennials,Business owner,Middle Income,Same,More,Less,More,Not sure,More,Same,More,Less,Same,More,Same,Same
3615,2022-06-20,2022,6,N2,Female,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,More,Same,Same,Same,More,Same,Same
3616,2022-06-20,2022,6,N2,Female,Gen X,Salaried employee,Middle Income,Same,More,Same,Same,Same,Same,More,Same,More,More,More,Same,Same
3617,2022-06-20,2022,6,N2,Female,Baby Boomers,Business owner,Middle Income,Same,More,Same,Same,Same,More,Same,Same,Same,More,Same,Same,More
3618,2022-06-20,2022,6,N2,Male,Millennials,Business owner,Middle Income,Same,More,Same,Same,More,Same,More,More,Same,More,Same,Same,More
3619,2022-06-20,2022,6,N20,Male,Baby Boomers,Self employed/Contractor,Middle Income,More,More,More,More,More,More,More,More,Same,Same,Less,Same,Same
3620,2022-06-20,2022,6,N20,Male,Baby Boomers,Unemployed,Middle Income,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
3621,2022-06-20,2022,6,N20,Male,Millennials,Unemployed,Low Income,Same,More,More,More,Not sure,Less,Not sure,Not sure,Less,Less,Not sure,Less,Less
3622,2022-06-20,2022,6,N20,Female,Gen Z,Unemployed,Low Income,More,More,More,More,More,Less,More,More,Less,More,More,Same,Less
3623,2022-06-20,2022,6,N20,Male,Millennials,Self employed/Contractor,Low Income,More,More,Same,Same,More,Same,Same,Less,Less,Less,Less,Less,More
3624,2022-06-20,2022,6,N20,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,Less,More,Less,Less,Less,Less,Less,Less,Less,More
3625,2022-06-20,2022,6,N20,Female,Millennials,Unemployed,Low Income,More,More,More,Same,More,Less,Less,Less,Less,Less,Less,Less,Same
3626,2022-06-20,2022,6,N20,Female,Baby Boomers,Salaried employee,Low Income,More,More,More,More,More,Less,More,More,Less,Less,More,Same,Less
3627,2022-06-20,2022,6,N20,Female,Millennials,Unemployed,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
3628,2022-06-20,2022,6,N20,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Same
3629,2022-06-20,2022,6,N20,Male,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Less,Less,Not sure,Less,Less,Not sure,Less,Same
3630,2022-06-20,2022,6,N20,Male,Millennials,Self employed/Contractor,Low Income,Less,Less,Less,Less,Less,Not sure,Less,Not sure,Not sure,Less,Less,Less,Less
3631,2022-06-20,2022,6,N20,Female,Gen Z,Student,Low Income,Same,Same,Same,Same,Same,Less,Same,Less,Less,Less,Same,Less,Same
3632,2022-06-20,2022,6,N20,Female,Millennials,Student,Low Income,More,More,Same,Less,More,Less,More,Same,Less,Less,More,Same,Same
3633,2022-06-20,2022,6,N20,Female,Millennials,Salaried employee,Low Income,Same,More,Same,More,More,More,More,More,More,More,More,More,More
3634,2022-06-20,2022,6,N21,Female,Gen X,Salaried employee,Middle Income,More,More,Same,Same,More,Not sure,Same,Same,Same,Same,Same,Same,More
3635,2022-06-20,2022,6,N21,Male,Millennials,Salaried employee,Middle Income,More,Less,More,Same,More,Less,Same,Same,More,Same,Same,Same,More
3636,2022-06-20,2022,6,N21,Male,Millennials,Self employed/Contractor,Middle Income,Less,Same,More,Same,Same,More,Same,Same,Same,More,Same,Same,More
3637,2022-06-20,2022,6,N21,Male,Gen X,Business owner,Middle Income,Less,Same,More,Same,Less,More,Same,Less,Same,More,Same,More,More
3638,2022-06-20,2022,6,N21,Female,Gen X,Salaried employee,Middle Income,Same,Same,Less,More,More,Same,Same,Same,More,Same,Same,Same,More
3639,2022-06-20,2022,6,N21,Male,Millennials,Self employed/Contractor,Middle Income,More,Same,Less,More,More,More,Same,More,Same,Same,Same,Same,More
3640,2022-06-20,2022,6,N21,Female,Gen X,Salaried employee,Middle Income,Same,Same,More,Less,Same,Same,More,Same,More,Same,Same,More,Same
3641,2022-06-20,2022,6,N21,Male,Baby Boomers,Self employed/Contractor,Middle Income,Same,More,More,Same,Same,Same,Less,More,Same,Same,Same,Less,Same
3642,2022-06-20,2022,6,N21,Male,Millennials,Salaried employee,Middle Income,More,More,More,More,Less,Not sure,Same,Same,Same,Same,Less,Same,More
3643,2022-06-20,2022,6,N21,Female,Gen X,Business owner,High Income,More,More,Same,Same,Same,Same,More,Less,More,More,Same,Same,More
3644,2022-06-20,2022,6,N21,Male,Baby Boomers,Self employed/Contractor,High Income,Less,Same,More,Same,Less,Same,Less,Same,More,Same,Less,More,Less
3645,2022-06-20,2022,6,N21,Female,Gen Z,Salaried employee,High Income,More,Same,Same,Same,Same,More,Same,More,Same,Same,Same,More,More
3646,2022-06-20,2022,6,N21,Male,Gen X,Self employed/Contractor,High Income,More,More,More,More,Same,More,More,More,Same,More,More,Same,Same
3647,2022-06-20,2022,6,N21,Female,Millennials,Business owner,High Income,Less,Same,More,Same,Less,Same,More,Less,Same,Same,More,Same,Same
